1.1	0	Marcus	PROPN	proper_noun	Case=Nom|Gender=Masc|Number=Sing	Marcus	nsubj:pass	15
1.1	1	M.	PROPN	proper_noun	Case=Nom|Gender=Masc|Number=Sing	M.	flat:name	0
1.1	2	Cato	PROPN	proper_noun	Case=Nom|Gender=Masc|Number=Sing	Cato	flat:name	1
1.1	3	,	PUNCT	punc		,	punct	4
1.1	4	ortus	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	ortus	appos	0
1.1	5	municipio	NOUN	noun	Case=Abl|Gender=Neut|Number=Sing	municipium	nmod	4
1.1	6	Tusculo	ADJ	adjective	Case=Abl|Gender=Neut|Number=Sing	tusculum	amod	5
1.1	7	,	PUNCT	punc		,	punct	8
1.1	8	adulescentulus	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	adulescentulus	appos	4
1.1	9	,	PUNCT	punc		,	punct	0
1.1	10	priusquam	SCONJ	conjunction		priusquam	mark	13
1.1	11	honoribus	NOUN	noun	Case=Dat|Gender=Masc|Number=Plur	honor	obl:arg	13
1.1	12	operam	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	opera	obj	13
1.1	13	daret	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin|Voice=Act	do	advcl	15
1.1	14	,	PUNCT	punc		,	punct	13
1.1	15	versatus	VERB	verb	Case=Nom|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Pass	uersus	ROOT	15
1.1	16	est	AUX	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	sum	aux:pass	15
1.1	17	in	ADP	preposition		in	case	18
1.1	18	Sabinis	PROPN	proper_noun	Case=Abl|Gender=Masc|Number=Plur	Sabinus	obl	15
1.1	19	,	PUNCT	punc		,	punct	26
1.1	20	quod	SCONJ	pronoun		qui	mark	26
1.1	21	ibi	ADV	adverb		ubi	advmod:lmod	25
1.1	22	heredium	NOUN	noun	Case=Acc|Gender=Neut|Number=Sing	heredium	nsubj:pass	25
1.1	23	a	ADP	preposition		ab	case	24
1.1	24	patre	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	pater	obl:agent	25
1.1	25	relictum	VERB	verb	Case=Acc|Gender=Neut|Number=Sing|VerbForm=Part|Voice=Pass	relinquo	xcomp	26
1.1	26	habebat	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin|Voice=Act	habeo	acl	18
1.1	27	.	PUNCT	punc		.	punct	15
1.1	28	inde	ADV	adverb		inde	advmod	53
1.1	29	hortatu	NOUN	verb	Case=Abl|Gender=Masc|Number=Sing	hortatus	advcl:abs	53
1.1	30	Lucii	PROPN	proper_noun	Case=Gen|Gender=Masc|Number=Sing	Lucius	nmod	29
1.1	31	L.	PROPN	proper_noun	Case=Gen|Gender=Masc|Number=Sing	L.	flat:name	30
1.1	32	Valerii	PROPN	proper_noun	Case=Gen|Gender=Masc|Number=Sing	Ualerius	flat:name	31
1.1	33	Flacci	PROPN	proper_noun	Case=Gen|Gender=Masc|Number=Sing	Flaccus	flat:name	30
1.1	34	,	PUNCT	punc		,	punct	40
1.1	35	quem	PRON	pronoun	Case=Acc|Gender=Masc|Number=Sing	qui	obj	40
1.1	36	in	ADP	preposition		in	case	37
1.1	37	consulatu	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	consulatus	obl	40
1.1	38	censura	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	censura	obl	40
1.1	39	que	NOUN	adjective	Case=Abl|Gender=Fem|Number=Sing	que	advmod	40
1.1	40	habuit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	habeo	acl:relcl	30
1.1	41	collegam	NOUN	noun	Case=Acc|Gender=Masc|Number=Sing	collega	xcomp	40
1.1	42	,	PUNCT	punc		,	punct	40
1.1	43	ut	SCONJ	conjunction		ut	mark	49
1.1	44	Marcus	PROPN	proper_noun	Case=Nom|Gender=Masc|Number=Sing	Marcus	nsubj:pass	49
1.1	45	M.	PROPN	proper_noun	Case=Abl|Gender=Masc|Number=Sing	M.	flat:name	44
1.1	46	Perpenna	PROPN	proper_noun	Case=Abl|Gender=Fem|Number=Sing	Perpenna	flat:name	45
1.1	47	censorius	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	censorius	xcomp	48
1.1	48	narrare	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	narro	xcomp	49
1.1	49	solitus	VERB	verb	Case=Nom|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Pass	soleo	advcl	53
1.1	50	est	AUX	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	sum	aux:pass	49
1.1	51	,	PUNCT	punc		,	punct	49
1.1	52	Romam	PROPN	proper_noun	Case=Acc|Gender=Fem|Number=Sing	Roma	obj	53
1.1	53	demigravit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	demigro	ROOT	53
1.1	54	in	ADP	preposition		in	case	55
1.1	55	foro	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	forum	obl	57
1.1	56	que	ADV	noun		que	appos	55
1.1	57	esse	AUX	verb	Tense=Pres|VerbForm=Inf	sum	xcomp	58
1.1	58	coepit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	coepio	conj	53
1.1	59	.	PUNCT	punc		.	punct	53
1.2	0	 	ADV	verb		 	xcomp	3
1.2	1	primum	ADJ	adjective	Case=Nom|Gender=Neut|Number=Sing	primum	amod	2
1.2	2	stipendium	NOUN	noun	Case=Nom|Gender=Neut|Number=Sing	stipendium	obj	3
1.2	3	meruit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	mereo	ROOT	3
1.2	4	annorum	NOUN	noun	Case=Gen|Gender=Masc|Number=Plur	annus	nmod	2
1.2	5	decem	NUM	number		decem	nummod	4
1.2	6	septem	NUM	number		septem	flat	5
1.2	7	que	NUM	number		que	flat	6
1.2	8	.	PUNCT	punc		.	punct	3
1.2	9	Quinto	PROPN	proper_noun	Case=Abl|Gender=Masc|Number=Sing	Quintus	nsubj	15
1.2	10	Q.	PROPN	punc	Case=Abl|Gender=Masc|Number=Sing	Q.	flat:name	9
