1	0	Discite	VERB	verb	Mood=Imp|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	disco	ROOT	0
1	1	quae	PRON	pronoun	Case=Nom|Gender=Fem|Number=Sing	qui	nsubj	3
1	2	faciem	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	facies	obj	3
1	3	commendet	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	commendo	ccomp	0
1	4	cura	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	cura	nsubj	3
1	5	,	PUNCT	punc		,	punct	6
1	6	puellae	NOUN	noun	Case=Gen|Gender=Fem|Number=Sing	puella	obl	0
1	7	,	PUNCT	punc		,	punct	0
2	0	Et	CCONJ	conjunction		et	cc	1
2	1	quo	PRON	pronoun	Case=Abl|Gender=Neut|Number=Sing	qui	ROOT	1
2	2	sit	AUX	verb	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	sum	cop	3
2	3	vobis	PRON	pronoun	Case=Dat|Number=Plur|Person=2	uos	orphan	1
2	4	forma	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	forma	nsubj	1
2	5	tuenda	DET	verb	Case=Nom|Gender=Fem|Number=Sing	tueor	acl	4
2	6	modo	ADV	adverb		modo	advmod	1
2	7	.	PUNCT	punc		.	punct	1
3	0	Cultus	VERB	noun	Case=Nom|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Pass	Cultus	advcl	5
3	1	humum	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	humus	obj	4
3	2	sterilem	ADJ	adjective	Case=Acc|Gender=Fem|Number=Sing	sterilis	amod	1
3	3	Cerealia	ADJ	adjective	Case=Acc|Gender=Neut|Number=Plur	Cerealis	amod	1
3	4	pendere	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	pendo	ccomp	5
3	5	iussit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	iubeo	ROOT	5
4	0	Munera	NOUN	noun	Case=Acc|Gender=Neut|Number=Plur	Munus	dep	3
4	1	,	PUNCT	punc		,	punct	3
4	2	mordaces	ADJ	adjective	Case=Nom|Gender=Masc|Number=Sing	mordax	amod	3
4	3	interiere	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	intereo	ROOT	3
4	4	rubi	NOUN	noun	Case=Dat|Gender=Masc|Number=Sing	rubus	dep	3
4	5	.	PUNCT	punc		.	punct	3
5	0	Cultus	VERB	noun	Case=Nom|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Pass	cultus	ROOT	0
5	1	et	CCONJ	conjunction		et	cc	5
5	2	in	ADP	preposition		in	case	3
5	3	pomis	NOUN	noun	Case=Abl|Gender=Neut|Number=Plur	pomum	obl	5
5	4	sucos	NOUN	noun	Case=Acc|Gender=Masc|Number=Plur	sucus	obj	5
5	5	emendat	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	emendo	conj	0
5	6	acerbos	ADJ	adjective	Case=Acc|Gender=Masc|Number=Plur	acerbus	amod	4
5	7	,	PUNCT	punc		,	punct	0
6	0	Fissa	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	findo	obj	3
6	1	que	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	que	obl	3
6	2	adoptivas	ADJ	adjective	Case=Acc|Gender=Fem|Number=Plur	adoptiuus	amod	1
6	3	accipit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	accipio	ROOT	3
6	4	arbor	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	arbor	nsubj	3
6	5	opes	NOUN	noun	Case=Acc|Gender=Fem|Number=Plur	ops	obj	3
